"id","titulo","categ","operacion","tipo_inmueble","precio","moneda","condicion","barrio","departamento","direccion","zip","lat","long","terraza","baulera","biblio","cocina","comedor","depserv","dormsuite","entrepiso","escritorio","estar","lavadero","livingcomedor","living","patio","playroom","toilette","vestidor","aircond","calefacc","tenis","asc_serv","estacionam_cortesia","gym","guarderia","internet","jardin","kitchenette","lavadero_2","losa_rad","parrillero","piscina","sala_reuniones","spa","salon_comunal","seguridad","jacuzzi","tipo_inmueble_2","operacion_2","amoblado","banos","ap_ppiso","dormitorios","tipo_edif","estado","expensas","luminosidad","sup_constru","sup_terr","orientacion","antiguedad","altillo","bodega","galeria","sotano","alarma","futbol","estufa_lena","porton_electr","garage","tipo_ubicacion","num_plantas","agua_corr","gas_caneria","luz_electr","acceso","disposicion","horario_contacto","apto_profesional","condicion_2","aircond_pamb","calefacc_pamb","estacionamiento","mascotas","ambientes","ascensores","capacidad_personas","pisos_edificio","casco","casa_casero","antig_casco","estado_casco","galpones","tanque_agua","desag_cloaca","pavimento","alarma_2","deposito","sist_incendio","vestuario","localizacion_local","balcon","comedor_diario","bar","caja_seg","golf","paddle","pileta","sauna","solarium","salon_comunal_2","quincho","basquet","volley","hogar_lena","salamandra","vigilancia","sup_contru_2","amb_casco","recepcion","cobertura_techo","tipo_cochera","mes","dia","ano","fuente"
"MLU451114150","El Mejor Lugar Para Invertir. 57 Apartamentos Premium. Mono Ambientes. 1 Y 2 Dormitorios A Metros De Punta Carretas","MLU1474","Venta","Apartamentos",161000,"USD","not_specified","Pocitos","Montevideo","El mejor lugar para invertir. 57 Apartamentos Premium. mono ambientes. 1 y 2 dormitorios a metros de Punta Carretas",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"1",NA,"1","Departamento",NA,"-",NA,52,52,NA,"En construcci<f3>n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450731301","Apartamento A La Venta Con Renta En Tres Cruces - Ref: 4722","MLU1474","Venta","Apartamentos",90000,"USD","used","Montevideo","Montevideo","Tres Cruces","20100",NA,NA,"Al Frente",NA,NA,"Si",NA,"No","0",NA,NA,NA,"No","No",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>",NA,NA,NA,NA,NA,"Apartamentos","Venta","S<ed>","1",NA,"0","Departamento",NA,NA,NA,30,30,NA,"Sin definir",NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451114135","El Mejor Lugar Para Invertir. 57 Apartamentos Premium. Mono Ambientes. 1 Y 2 Dormitorios A Metros De Punta Carretas","MLU1474","Venta","Apartamentos",279000,"USD","not_specified","Pocitos","Montevideo","El mejor lugar para invertir. 57 Apartamentos Premium. mono ambientes. 1 y 2 dormitorios a metros de Punta Carretas",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"1",NA,"2","Departamento",NA,"-",NA,92,92,NA,"En construcci<f3>n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450103183","Venta Apartamento 1 Dormitorio Con Renta En Zona Malvin","MLU1474","Venta","Apartamentos",158000,"USD","not_specified","Malvin","Montevideo","Almeria y Yaco 7777",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","S<ed>","No","No","No","No","No","No","No","No","S<ed>","S<ed>","No","S<ed>","No","No","No","S<ed>","No","No","Apartamentos","Venta","No","1",NA,"1","Departamento","Excelente","2000","Muy buena",36,47,"Contrafrente","M<e1>s de 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,"No","Sobre calle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU448104942","Sobre 18 De Julio Al Frente!!","MLU1474","Venta","Apartamentos",130000,"USD","used","Carrasco","Montevideo","SOBRE 18 DE JULIO AL FRENTE!! 0000",NA,NA,NA,"S<ed>","No","No","S<ed>","No","No","No","No","No","No","No","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta","No","1",NA,"2","Departamento","Excelente","4000","Buena",55,55,"Frente","M<e1>s de 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,"No","Otro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU449771130","Alma Corso.edif.1er Nivel Con Sello Arq. Ott","MLU1474","Venta","Apartamentos",250609,"USD","used","Centro","Montevideo","ALMA CORSO.EDIF.1ER NIVEL CON SELLO ARQ.CARLOS OTT 0000",NA,NA,NA,"S<ed>","No","No","S<ed>","No","No","No","No","No","No","No","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","S<ed>","No","No","S<ed>","No","S<ed>","No","No","No","S<ed>","No","No","Apartamentos","Venta","No","1",NA,"2","Penthouse","Excelente",NA,"Buena",103,103,"Frente","En construcci<f3>n",NA,NA,NA,NA,NA,NA,NA,NA,"No","Otro",NA,NA,NA,NA,NA,NA,NA,NA,"Usado",NA,NA,NA,NA,NA,"1",NA,"M<e1>s de 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU449726380","Ed. Domini Canelones Y Zelmar Michelini","MLU1474","Venta","Apartamentos",199000,"USD","used","Centro","Montevideo","ED. DOMINI CANELONES Y ZELMAR MICHELINI 0000",NA,NA,NA,"S<ed>","No","No","S<ed>","No","No","No","No","S<ed>","No","S<ed>","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","S<ed>","No","S<ed>","No","No","No","S<ed>","No","No","Apartamentos","Venta",NA,"1",NA,"2","Departamento","Excelente",NA,"Muy buena",98,98,"Frente","En construcci<f3>n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"M<e1>s de 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450731631","Apartamento A La Venta En El Centro. Muy Bien Ubicado A Dos Cuadras De La Plaza El Entrevero. - Ref: 4884","MLU1474","Venta","Apartamentos",7e+05,"USD","used","Montevideo","Montevideo","Centro","20100",NA,NA,"Terraza",NA,NA,"Si",NA,"Si","0",NA,NA,NA,"Si","No",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>",NA,NA,NA,NA,NA,"Apartamentos","Venta","S<ed>","5",NA,"5","Departamento",NA,NA,NA,400,526,NA,"Sin definir",NA,NA,NA,NA,NA,NA,NA,NA,"Si",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451070425","Carrasco C<e9>ntrico. Chalet De 4 Dormitorios. 2 Garages.","MLU1468","Venta","Casas",680000,"USD","used","Carrasco","Montevideo","B 00",NA,NA,NA,"No","No","No","S<ed>","No","S<ed>","S<ed>","No","No","No","S<ed>","S<ed>","No","No","S<ed>","S<ed>","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,NA,"S<ed>","S<ed>",NA,NA,NA,"No","No","Casas","Venta",NA,"M<e1>s de 4",NA,"4","Chalet",NA,NA,"Muy buena",345,800,NA,"Max 30 a<f1>os","No","No","No","No","No","No","S<ed>","No","S<ed>","Sobre calle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451160169","Vendo Apartamento 3 Dormitorios Mas Servicio En Pocitos. Montevideo. Uruguay","MLU1474","Venta","Apartamentos",290000,"USD","not_specified","Pocitos","Montevideo","Vendo apartamento 3 dormitorios mas servicio en Pocitos. Montevideo. Uruguay",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"3",NA,"4","Departamento",NA,"-",NA,93,93,NA,"Max 30 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450824147","Vendo Apartamento 1 Dormitorio Pr<f3>ximo Al Mar. Pocitos. Montevideo. Uruguay","MLU1474","Venta","Apartamentos",123000,"USD","not_specified","Pocitos","Montevideo","Vendo apartamento 1 dormitorio pr<f3>ximo al mar. Pocitos. Montevideo. 0",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"1",NA,"1","Departamento",NA,"-",NA,36,36,NA,"A estrenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU446725785","Pablo Galarza Fte Al World Trade Center.","MLU1474","Venta","Apartamentos",375000,"USD","used","Puerto Buceo","Montevideo","Pablo Galarza 3600",NA,NA,NA,"No","No","No","S<ed>","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","S<ed>","No","No","No","No","No","No","No","No","No","No","S<ed>","S<ed>","No","No","No","No","No","No","Apartamentos","Venta","No","3","2","4","Departamento","Muy bueno","6000","Muy buena",120,200,"Frente","Max 10 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>","Sobre calle",NA,NA,NA,NA,NA,NA,NA,"S<ed>",NA,NA,NA,NA,NA,NA,"No tiene",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU449770866","Alma Corso.edif.1er Nivel Con Sello Arq. Ott","MLU1474","Venta","Apartamentos",493264,"USD","used","Centro","Montevideo","ALMA CORSO.EDIF.1ER NIVEL CON SELLO ARQ.CARLOS OTT 0000",NA,NA,NA,"S<ed>","No","No","S<ed>","No","No","S<ed>","No","No","No","No","S<ed>","No","No","No","No","S<ed>","No","No","No","No","No","No","No","S<ed>","No","No","No","No","S<ed>","No","No","No","S<ed>","No","No","Apartamentos","Venta","No","2",NA,"4","Penthouse","Excelente",NA,"Buena",202,202,"Frente","En construcci<f3>n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro",NA,NA,NA,NA,NA,NA,NA,NA,"Usado",NA,NA,NA,NA,NA,"2",NA,"M<e1>s de 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450399258","Hermosa Casa Con Gran Patio En Parque Batlle! - Ref: 38","MLU1468","Venta","Casas",162000,"USD","used","Montevideo","Montevideo","Parque Batlle","20100",NA,NA,NA,NA,NA,"S<ed>",NA,"No","0",NA,NA,NA,"S<ed>","S<ed>",NA,NA,NA,"S<ed>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>","No",NA,NA,NA,NA,NA,"Casas","Venta",NA,"1",NA,"2","Casa",NA,NA,NA,60,100,NA,"Sin Definir",NA,NA,NA,NA,NA,NA,"S<ed>",NA,"S<ed>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451212092","Vendo Apartamento 2 Dormitorios A Metros De La Rambla. El Club De Golf Y El Faro De Punta Carretas Montevideo Uruguay","MLU1474","Venta","Apartamentos",445213,"USD","not_specified","Punta Carretas","Montevideo","Vendo Apartamento 2 dormitorios a metros de la rambla. el Club de Golf y el Faro de Punta Carretas Montevideo Uruguay",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"2",NA,"2","Departamento",NA,"-",NA,98,98,NA,"A estrenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450728935","Espectacular Casa A La Venta En Barrio Privado Lomas De La Tahona - Ref: 640","MLU1468","Venta","Casas",850000,"USD","used","Montevideo","Montevideo","Carrasco","20100",NA,NA,NA,NA,NA,"S<ed>",NA,"Si","2",NA,NA,NA,"S<ed>","S<ed>",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>","Si",NA,NA,NA,NA,NA,"Casas","Venta",NA,"5",NA,"4","Casa",NA,NA,NA,403,1059,NA,"Sin Definir",NA,NA,NA,NA,NA,NA,"S<ed>",NA,"Si",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU449351458","Casa En Venta Ref: 25765","MLU1468","Venta","Casas",440000,"USD","used","Montevideo","Montevideo","Montevideo","20100",NA,NA,NA,NA,NA,"S<ed>",NA,"No","2",NA,NA,NA,"S<ed>","S<ed>",NA,NA,NA,"S<ed>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>","No",NA,NA,NA,NA,NA,"Casas","Venta",NA,"6",NA,"6","Casa",NA,NA,NA,400,900,NA,"Sin Definir",NA,NA,NA,NA,NA,NA,"S<ed>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU448083488","Pablo De Mar<ed>a Y Brandzen..penthouse 1 Dorm!!","MLU1474","Venta","Apartamentos",125000,"USD","used","Cord<f3>n","Montevideo","PABLO DE MAR<cd>A Y BRANDZEN..PENTHOUSE 1 DORM!! 0000",NA,NA,NA,"S<ed>","No","No","S<ed>","No","No","No","No","No","No","No","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"1",NA,"1","Penthouse","Excelente","700",NA,50,50,"Frente","M<e1>s de 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,"No","Otro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU449975505","Impecable!!! 100 Mts Edificados. Guadalupe/jl Terra","MLU1468","Venta","Casas",170000,"USD","not_specified","Goes","Montevideo","Impecable!!! 100 Mts Edificados. Guadalupe/jl Terra","11111",NA,NA,"S<ed>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>",NA,NA,NA,"S<ed>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>",NA,NA,NA,NA,NA,NA,"Casas","Venta",NA,"1",NA,"2","Casa","Muy bueno",NA,NA,113,75,NA,"A estrenar",NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450731276","Apartamento A La Venta En Malvin - Ref: 3954","MLU1474","Venta","Apartamentos",120000,"USD","used","Montevideo","Montevideo","Malvi<U+00AD>n","20100",NA,NA,"Terraza",NA,NA,"Si",NA,"No","0",NA,NA,NA,"No","No",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Apartamentos","Venta","S<ed>","1",NA,"1","Departamento",NA,NA,NA,38,52,NA,"Sin definir",NA,NA,NA,NA,NA,NA,NA,NA,"Opcional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451190661","100% Libre De I.r.p.f. Invierta En Calidad Gala. Moderno","MLU1474","Venta","Apartamentos",185000,"USD","used","Tres Cruces","Montevideo","8 de octubre y Estero Bellaco 0",NA,NA,NA,"S<ed>","No","No","No","No","No","No","No","No","No","No","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","S<ed>","No","No","No","No","No","No","Apartamentos","Venta",NA,"1",NA,"2","Departamento",NA,NA,"Muy buena",77,77,NA,"En construcci<f3>n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450731315","Apartamento En Venta En Buceo - Ref: 4765","MLU1474","Venta","Apartamentos",147400,"USD","used","Montevideo","Montevideo","Pocitos Nuevo","20100",NA,NA,"Abierta",NA,NA,"Si",NA,"No","0",NA,NA,NA,"No","No",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Apartamentos","Venta","S<ed>","1",NA,"1","Departamento",NA,NA,NA,40,52,NA,"Sin definir",NA,NA,NA,NA,NA,NA,NA,NA,"Opcional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450730268","En Punta Carretas. A Pasos Del Club De Golf Y A 2 Cuadras De La Rambla. - Ref: 2589","MLU1474","Venta","Apartamentos",350000,"USD","used","Montevideo","Montevideo","Punta Carretas","20100",NA,NA,"Terraza",NA,NA,"Si",NA,"No","1",NA,NA,NA,"No","No",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Apartamentos","Venta","N","2",NA,"2","Departamento",NA,NA,NA,0,106,NA,"Sin definir",NA,NA,NA,NA,NA,NA,NA,NA,"Si",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451211882","Vendo Apartamento 2 Dormitorios A Metros De La Rambla. El Club De Golf Y El Faro De Punta Carretas Montevideo Uruguay","MLU1474","Venta","Apartamentos",390539,"USD","not_specified","Pocitos","Montevideo","Vendo Apartamento 2 dormitorios a metros de la rambla. el Club de Golf y el Faro de Punta Carretas Montevideo Uruguay",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"2",NA,"2","Departamento",NA,"-",NA,98,98,NA,"Max 05 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450730979","Apartamento A La Venta En Cordones  - Ref: 3887","MLU1474","Venta","Apartamentos",126900,"USD","used","Montevideo","Montevideo","Cordon","20100",NA,NA,"Terraza",NA,NA,"Si",NA,"No","0",NA,NA,NA,"No","No",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Apartamentos","Venta","No","1",NA,"1","Departamento",NA,NA,NA,39,47,NA,"Sin definir",NA,NA,NA,NA,NA,NA,NA,NA,"Opcional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450730968","Apartamento A La Venta En Cordones  - Ref: 3889","MLU1474","Venta","Apartamentos",196600,"USD","used","Montevideo","Montevideo","Cordon","20100",NA,NA,"Terraza",NA,NA,"Si",NA,"No","0",NA,NA,NA,"No","No",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Apartamentos","Venta","No","1",NA,"3","Departamento",NA,NA,NA,66,78,NA,"Sin definir",NA,NA,NA,NA,NA,NA,NA,NA,"Opcional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU448422091","Apartamento En Bvar. Espa<f1>a Y Ellauri","MLU1474","Venta","Apartamentos",245000,"USD","not_specified","Pocitos","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apartamentos","Venta",NA,"2",NA,"2","Apartamento",NA,NA,NA,67,67,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450731254","Apartamento A La Venta En La Aguada - Ref: 3938","MLU1474","Venta","Apartamentos",128500,"USD","used","Montevideo","Montevideo","Aguada","20100",NA,NA,"Terraza",NA,NA,"Si",NA,"No","0",NA,NA,NA,"No","No",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Apartamentos","Venta","S<ed>","1",NA,"2","Departamento",NA,NA,NA,53,68,NA,"Sin definir",NA,NA,NA,NA,NA,NA,NA,NA,"Opcional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
