"id","titulo","categ","operacion","tipo_inmueble","precio","moneda","condicion","barrio","departamento","direccion","zip","lat","long","terraza","baulera","biblio","cocina","comedor","depserv","dormsuite","entrepiso","escritorio","estar","lavadero","livingcomedor","living","patio","playroom","toilette","vestidor","aircond","calefacc","tenis","asc_serv","estacionam_cortesia","gym","guarderia","internet","jardin","kitchenette","lavadero_2","losa_rad","parrillero","piscina","sala_reuniones","spa","salon_comunal","seguridad","jacuzzi","tipo_inmueble_2","operacion_2","amoblado","banos","ap_ppiso","dormitorios","tipo_edif","estado","expensas","luminosidad","sup_constru","sup_terr","orientacion","antiguedad","altillo","bodega","galeria","sotano","alarma","futbol","estufa_lena","porton_electr","garage","tipo_ubicacion","num_plantas","agua_corr","gas_caneria","luz_electr","acceso","disposicion","horario_contacto","apto_profesional","condicion_2","aircond_pamb","calefacc_pamb","estacionamiento","mascotas","ambientes","ascensores","capacidad_personas","pisos_edificio","casco","casa_casero","antig_casco","estado_casco","galpones","tanque_agua","desag_cloaca","pavimento","alarma_2","deposito","sist_incendio","vestuario","localizacion_local","balcon","comedor_diario","bar","caja_seg","golf","paddle","pileta","sauna","solarium","salon_comunal_2","quincho","basquet","volley","hogar_lena","salamandra","vigilancia","sup_contru_2","amb_casco","recepcion","cobertura_techo","tipo_cochera","mes","dia","ano","fuente"
"MLU451456219","Apartamento","MLU1474","Venta","Apartamentos",73000,"USD","used","Bolivar","Montevideo","Av. Gral. Flores 3410",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"1",NA,"1","Departamento",NA,NA,NA,36,36,NA,"Max 30 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451533049","Apartamento En Venta En Parque Batlle","MLU1474","Venta","Apartamentos",112,"UYU","not_specified","Parque Batlle","Montevideo","Ponce Y Rivera 1111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apartamentos","Venta",NA,"1",NA,"1","Departamento",NA,NA,NA,1,30,NA,"Max 05 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451513106","Avenida Italia Oportunidad En Impecable Estado","MLU1474","Venta","Apartamentos",145000,"USD","used","Malvin","Montevideo","AVENIDA ITALIA 0000",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"1",NA,"2","Departamento",NA,"3.900","Buena",52,52,"Contrafrente","Max 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Usado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451530081","Casa Central - Lindo Apto Sobre Fomento A Mts De San Martin","MLU1474","Venta","Apartamentos",70000,"USD","used","Brazo Oriental","Montevideo","Fomento y Carabelas 0000",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"1",NA,"1","Departamento","Bueno","2750","Buena",38,38,"Interno","M<e1>s de 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Usado",NA,NA,NA,NA,NA,"No tiene",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451527895","Casa En Venta En Carrasco","MLU1468","Venta","Casas",350000,"USD","not_specified","Carrasco","Montevideo","Barra De Carrasco 3 Dormitorios Excelente Comodidades 0",NA,NA,NA,"No","No","No","S<ed>","S<ed>","No","No","No","No","S<ed>","No","No","S<ed>","No","No","No","S<ed>","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,NA,"S<ed>","No",NA,NA,NA,"No","No","Casas","Venta",NA,"3",NA,"3","Casa","Excelente",NA,"Muy buena",150,290,"Norte","A estrenar","No","No","No","No","No","No","S<ed>","No","S<ed>","Sobre calle","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451503824","Apartamento En Excelente Punto Del Centro De Montevideo","MLU1474","Venta","Apartamentos",139000,"USD","used","Centro","Montevideo","Santiago de Chile y Canelones 00000",NA,NA,NA,"No","No","No","S<ed>","No","No","No","No","No","No","S<ed>","S<ed>","No","No","No","No","No","S<ed>","No","No","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta","No","1","2","2","Departamento","Muy bueno","2800","Muy buena",50,0,"Frente","Max 30 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,"No","Sobre calle",NA,NA,NA,NA,NA,NA,NA,NA,"Usado",NA,NA,NA,NA,NA,"1",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451467001","Apartamento De Un Dormitorio En Construcci<f3>n","MLU1474","Venta","Apartamentos",104700,"USD","used","Montevideo","Montevideo","L.A. de Herrera esq. 8 de Octubre 2555",NA,NA,NA,"S<ed>","No","No","S<ed>","S<ed>","No","No","No","No","S<ed>","No","S<ed>","S<ed>","No","No","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","S<ed>","No","No","No","S<ed>","No","No","Apartamentos","Venta","No","1","3","1","Departamento","Excelente","0","Muy buena",37,37,"Contrafrente","En construcci<f3>n",NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>","Sobre calle",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"2",NA,"M<e1>s de 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451457098","Apartamento En Venta . Centro 3 Dormitorios","MLU1474","Venta","Apartamentos",148000,"USD","used","Centro","Montevideo","Mercedes Y Libertador 3 dormitorios  y  servicio  Con Renta  Contrato vencido  0",NA,NA,NA,"No","No","No","S<ed>","S<ed>","S<ed>","No","No","No","S<ed>","S<ed>","No","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta","No","2","2","3","Departamento","Muy bueno","4500","Muy buena",100,100,"Frente","M<e1>s de 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,"No","Sobre calle",NA,NA,NA,NA,NA,NA,NA,"S<ed>",NA,NA,NA,NA,NA,NA,"2",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451461058","Oportunidad!!! Sobre Av. Brasil. Piso Alto. 3 Dormitorios","MLU1474","Venta","Apartamentos",210000,"USD","used","Pocitos","Montevideo","AVENIDA BRASIL Y 26 DE MARZO 0000",NA,NA,NA,"S<ed>","S<ed>","No","S<ed>","No","No","No","No","No","No","No","S<ed>","No","No","No","No","No","No","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta","No","2","2","3","Departamento","Bueno","9000","Muy buena",85,90,"Frente","Max 30 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,"No","Sobre calle",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"2",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451516481","Due<f1>o Vende Casa Reciclada A Estrenar","MLU1468","Venta","Casas",148000,"USD","used","Bolivar","Montevideo","esq Gral Flores 3499",NA,NA,NA,"No","No","No","S<ed>","S<ed>","No","No","No","No","S<ed>","No","S<ed>","S<ed>","No","No","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,NA,"No","No",NA,NA,NA,"S<ed>","No","Casas","Venta",NA,"1",NA,"4","Casa","Excelente",NA,"Muy buena",100,82,NA,"M<e1>s de 40 a<f1>os","No","No","S<ed>","No","No","No","No","No","S<ed>","Sobre calle","2",NA,NA,NA,NA,NA,NA,NA,"Usado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451463544","5 Apartamentos/1 Prop Para Invertir Y Generar Ingreso Pasivo","MLU1468","Venta","Casas",425000,"USD","used","Malvin","Montevideo","Hipolito Yrigoyen  2004",NA,NA,NA,"S<ed>","S<ed>","S<ed>","S<ed>","S<ed>","S<ed>","S<ed>","S<ed>","S<ed>","S<ed>","S<ed>","S<ed>","S<ed>","S<ed>","No","No","S<ed>","S<ed>","S<ed>","No",NA,NA,"S<ed>",NA,"S<ed>","S<ed>",NA,NA,NA,"S<ed>","No",NA,NA,NA,"No","No","Casas","Venta",NA,"M<e1>s de 4",NA,"M<e1>s de 4","Casa","Muy bueno",NA,"Buena",400,550,NA,"Max 20 a<f1>os","S<ed>","No","No","S<ed>","S<ed>","No","S<ed>","No","S<ed>","Sobre calle","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451497409","Local En Venta En Tres Cruces","MLU1483","Venta","Locales",79000,"USD","not_specified","Tres Cruces","Montevideo","Locales Con Renta Acevedo Diaz Y La Paz 0",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Locales","Venta",NA,"1",NA,NA,NA,"Excelente",NA,NA,40,25,NA,"Max 30 a<f1>os",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451174883","Casa En El Corazon De Malvin","MLU1468","Venta","Casas",295000,"USD","used","Malvin","Montevideo","MISSISSIPI 1500",NA,NA,NA,"S<ed>","No","No","S<ed>","S<ed>","No","No","No","No","S<ed>","S<ed>","S<ed>","No","S<ed>","No","S<ed>","No","S<ed>","S<ed>","No",NA,NA,"No",NA,"S<ed>","S<ed>",NA,NA,NA,"S<ed>","No",NA,NA,NA,"S<ed>","No","Casas","Venta",NA,"2",NA,"3","Casa","Muy bueno",NA,"Muy buena",110,130,NA,"M<e1>s de 40 a<f1>os","No","No","No","No","S<ed>","No","S<ed>","S<ed>","S<ed>","Sobre calle","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450711367","2 Casas En 1 Padron Gge Prox Nvo Centro Shopping Oportunidad","MLU1468","Venta","Casas",250000,"USD","used","Jacinto Vera","Montevideo","Gustavo Gallinal y Bvar Artigas 2277",NA,NA,NA,"S<ed>","No","No","S<ed>","S<ed>","No","No","No","No","No","No","S<ed>","S<ed>","S<ed>","No","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,NA,"No","No",NA,NA,NA,"No","No","Casas","Venta",NA,"2",NA,"3","Casa","Bueno",NA,"Buena",200,217,NA,"M<e1>s de 40 a<f1>os","No","No","No","No","No","No","No","No","S<ed>","Sobre calle","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450712036","Casa En Venta En Cno. Maldonado","MLU1468","Venta","Casas",65000,"USD","not_specified","Montevideo","Montevideo","Atilio Suparo (Susana Pintos) 6012",NA,NA,NA,"No","No","No","S<ed>","S<ed>","No","No","No","No","No","No","S<ed>","S<ed>","S<ed>","No","No","No","No","No","No",NA,NA,"No",NA,"S<ed>","S<ed>",NA,NA,NA,"No","No",NA,NA,NA,"No","No","Casas","Venta",NA,"1",NA,"3","Casa","Bueno",NA,"Buena",437,53,NA,"M<e1>s de 40 a<f1>os","No","No","No","No","No","No","S<ed>","No","S<ed>","Sobre calle","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450638796","Oportunidad Apart. 2 Dor. 2 Ba<f1>os  Garage X 2 - Solano Lopez","MLU1474","Venta","Apartamentos",216000,"USD","used","Malvin","Montevideo","VENDO apartamento con garage x 2 - Solano Lopez cerca de la  Rambla - expensas  $ 3100",NA,NA,NA,"No","S<ed>","No","S<ed>","S<ed>","No","S<ed>","No","No","No","S<ed>","No","S<ed>","No","No","No","No","S<ed>","No","No","No","No","No","No","S<ed>","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta","S<ed>","2","2","2","Departamento","Muy bueno","3100 $ IMPECABLE","Muy buena",78,105,"Frente","Max 10 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>","Sobre calle",NA,NA,NA,NA,NA,NA,"9<U+00BA><U+00BA> a   22<U+00BA><U+00BA>","S<ed>","Usado",NA,NA,NA,NA,NA,"1",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450943853","Vendo Hermoso Apartamento En Centro De Montevideo","MLU1474","Venta","Apartamentos",185000,"USD","used","Cord<f3>n","Montevideo","Juan Paullier esq. Colonia 165",NA,NA,NA,"S<ed>","No","No","S<ed>","S<ed>","No","No","No","No","S<ed>","S<ed>","S<ed>","No","No","No","S<ed>","No","S<ed>","S<ed>","No","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta","No","2","4","3","Departamento","Excelente","4000","Muy buena",90,0,NA,"Max 30 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>","Otro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450987730","En Maro<f1>as. Curva","MLU1474","Venta","Apartamentos",68000,"USD","not_specified","Maro<f1>as. Curva","Montevideo","ARBOLITO 1111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apartamentos","Venta",NA,"1",NA,"3","Duplex",NA,NA,NA,99999,99999,NA,"Max 20 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450736918","Muy Lindo Apartamento P. Alto Zona Obelisco C/gge Exc.opcion","MLU1474","Venta","Apartamentos",165000,"USD","used","Cord<f3>n","Montevideo","Mario Cassinoni 000",NA,NA,NA,"No","No","No","S<ed>","S<ed>","No","No","No","No","No","S<ed>","No","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","S<ed>","No","Apartamentos","Venta","No","1","4","2","Departamento","Muy bueno","7500","Muy buena",65,65,"Frente","Max 30 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>","Sobre calle",NA,NA,NA,NA,NA,NA,NA,"S<ed>",NA,NA,NA,NA,NA,NA,"2",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450944614","Casa Tipo Apartamento.5 Ambientes.","MLU1468","Venta","Casas",70000,"USD","used","Santiago V<e1>zquez","Montevideo","Curuzu Cuatia 2727",NA,NA,NA,"S<ed>","No","No","S<ed>","S<ed>","No","No","No","No","S<ed>","No","No","S<ed>","No","No","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,NA,"No","No",NA,NA,NA,"No","No","Casas","Venta",NA,"1",NA,"3","Casa","Bueno",NA,"Muy buena",95,80,NA,"M<e1>s de 40 a<f1>os","No","No","No","No","No","No","S<ed>","No",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450534190","Local En Venta En Buceo","MLU1483","Venta","Locales",10000,"USD","not_specified","Buceo","Montevideo","Solano L<f3>pez  0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Locales","Venta",NA,"1",NA,NA,NA,"Muy bueno",NA,NA,0,0,NA,"M<e1>s de 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451419987","Muy C<f3>moda Ubicaci<f3>n. Zona Con Todos Los Servicios.","MLU1468","Venta","Casas",115000,"USD","used","Aires Puros","Montevideo","00 a 3 cuadras del cruce de Propios y Burgues. hacia el Centro 00",NA,NA,NA,"No","No","No","S<ed>","No","No","No","No","No","No","No","S<ed>","No","No","No","No","No","No","No","No",NA,NA,"No",NA,"No","S<ed>",NA,NA,NA,"S<ed>","No",NA,NA,NA,"No","No","Casas","Venta",NA,"1",NA,"3","Casa","Excelente",NA,"Muy buena",85,135,NA,"M<e1>s de 40 a<f1>os","No","No","No","No","No","No","No","No","No","Sobre calle","1",NA,NA,NA,NA,NA,"L a V de 10 a 19 hs.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450872011","Supermercado - Almac<e9>n En Venta En Sayago","MLU50632","Venta","Llave de Negocio",6000,"USD","not_specified","Sayago","Montevideo","propios 1212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Llave de Negocio","Venta",NA,"No tiene",NA,NA,NA,NA,NA,NA,0,0,NA,"Max 5 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451153748","Vendo O Permuto","MLU1474","Venta","Apartamentos",135000,"USD","used","La Figurita","Montevideo","Mart<ed>n c. Mart<ed>nez 1111",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"1",NA,"2","PH",NA,NA,NA,63,0,NA,"Max 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450633431","Apartamento En Venta En Otras","MLU1474","Venta","Apartamentos",85000,"USD","not_specified","Otras","Montevideo","robinson 11111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apartamentos","Venta",NA,"1",NA,"3","Departamento",NA,NA,NA,100,140,NA,"Max 20 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451190391","Terreno En Venta En Maro<f1>as","MLU1495","Venta","Terrenos",45000,"USD","not_specified","Maro<f1>as","Montevideo","Besares 3537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terrenos","Venta",NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451481790","Apartamento Coope De Vivienda- Juana De America Bella Italia","MLU1474","Venta","Apartamentos",49000,"USD","used","Punta Rieles","Montevideo","Continuaci<f3>n Cicer<f3>n 6200",NA,NA,NA,"S<ed>","No","No","S<ed>","No","No","No","No","S<ed>","No","S<ed>","S<ed>","No","No","No","S<ed>","No","No","No","No","No","No","S<ed>","S<ed>","No","No","No","No","No","No","No","S<ed>","No","S<ed>","S<ed>","No","Apartamentos","Venta",NA,"1","7","2","Duplex","Muy bueno","2200","Muy buena",62,62,"Frente","Max 30 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,"No","Otro",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No tiene",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450552438","Apartamento En Cordon 87 M2 Ideal Empresa U Oficina","MLU1474","Venta","Apartamentos",79500,"USD","used","Cord<f3>n","Montevideo","Colonia y Martin C Martinez 2222",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta","No","1",NA,"2","Departamento",NA,NA,"Buena",87,90,NA,"Max 20 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
